label,slug,title,discountPrice,soldQuantity,quantity,brand,series,totalRating,features,color,Năm ra mắt,Xuất xứ,Loại card đồ họa,Loại CPU,Dung lượng RAM,Loại RAM,Mô tả ram,Ổ cứng,Dung lượng ổ cứng,Tần số quét,Chất liệu tấm nền,Kích thước màn hình,Công nghệ màn hình,Độ phân giải màn hình,Công nghệ âm thanh,Chất liệu,Kích thước,Trọng lượng,Tính năng đặc biệt,Loại đèn bàn phím,Bảo mật,Webcam,Hệ điều hành,Pin,Wi-Fi,Bluetooth,Cổng giao tiếp
Văn phòng,laptop-dell-inspiron-14-5440-71034770,Laptop Dell Inspiron 14 5440 71034770,28990000,81,58,dell,inspiron,4.0,"Máy được trang bị vi xử lý Intel Core 7-150U, mang đến hiệu suất mạnh mẽ cho các tác vụ đa nhiệm và đồ họa. Với 16GB RAM và ổ cứng SSD 1TB, người dùng có không gian lưu trữ rộng rãi và tốc độ truy xuất dữ liệu nhanh chóng. Card đồ họa rời 2GB MX570A giúp nâng cao khả năng xử lý hình ảnh, lý tưởng cho các ứng dụng đồ họa và game nhẹ. Màn hình 14.0 inch với độ phân giải 2.2K cung cấp hình ảnh sắc nét và màu sắc sống động cho trải nghiệm giải trí tuyệt vời.",Xanh,2023,Đài Loan,MX570A 2GB GDDR6,Core 7-150U,16GB,DDR5 5200MHz,16GB DDR5 5200MHz 2x 8GB,1TB,1TB,60 Hz,Tấm nền WVA,14 inches,,2240 x 1400 pixels,"2x 2W, Realtek ALC3254",Vỏ nhựa,31.4 x 22.6 x 1.7 cm (Dài x Rộng x Dày),1.63 kg,"Wi-Fi 6, Bảo mật vân tay",Bàn phím có đèn nền Carbon Black English,,FHD+ RGB webcam,Windows 11 Home + OFFICE,Pin liền,Wi-Fi 11ax,Bluetooth v5.3,2x USB 3.2 Gen 1 (5 Gbps) ports 1x USB 3.2 Gen 2 (10 Gbps) Type-C (Sạc / DisplayPort 1.4)
Văn phòng,laptop-dell-latitude-5550-71047019,Laptop Dell Latitude 5550 71047019,31490000,47,27,dell,latitude,4.4,"Trang bị vi xử lý Intel Core U7-165U, cung cấp hiệu suất mạnh mẽ cho các tác vụ đa nhiệm và công việc văn phòng. Với 16GB RAM và ổ cứng 512GB PCIe, máy cho phép người dùng lưu trữ nhiều dữ liệu và chạy mượt mà các ứng dụng yêu cầu cao. Màn hình 15.6 inch Full HD mang đến hình ảnh sắc nét và màu sắc trung thực, lý tưởng cho cả công việc và giải trí. Thiết kế màu xám hiện đại, kiểu dáng thanh lịch, phù hợp cho môi trường làm việc chuyên nghiệp và dễ dàng di chuyển.",Xám,2023,Trung Quốc,Intel UHD Graphics,"Intel Core Ultra 7 165U (12 MB cache, 12 lõi, 14 luồng, up to 4.9 GHz Turbo)",16GB,DDR5 5600 MT/s,16GB DDR5 5600 MT/s 2 x 8 GB (Hỗ trợ nâng cấp tối đa 64GB),"512 GB, M.2 2230, TLC, Gen 4 PCIe NVMe, SSD (2 thanh ổ cứng, hỗ trợ nâng cấp, tối đa 2TB)",512GB,60 Hz,Tấm nền IPS,15.6 inches,Độ sáng 250 nitĐộ phủ màu 45% NTSC,1920 x 1080 pixels (FullHD),,Vỏ nhựa,20.80 x 35.7 x 23.3 mm,1.62 kg,"Wi-Fi 6, Bảo mật vân tay, Nhận diện khuôn mặt",Backlit LED,"Bảo mật vân tay, Nhận diện khuân mặt",FHD + IR Cam,"Windows 11 Home, Single Language English","3-cell, 54 Wh","Intel Wi-Fi 6E AX211, 2x2, 802.11ax",Bluetooth 5.3,1x RJ45 1x USB 3.2 Gen 1 1x USB 3.2 Gen 1 hỗ trợ PowerShare 2x Thunderbolt 4 (Sạc và DisplayPort) 1x Cổng âm thanh Universal 1x HDMI 2.1 TMDS 1x Khe cắm thẻ nhớ microSD
Văn phòng,laptop-msi-prestige-14-evo-b13m-401vn,Laptop MSI Prestige 14 EVO B13M-401VN,17990000,66,89,msi,prestige,2.1,"Laptop có màu bạc hiện đại, tạo ấn tượng chuyên nghiệp và thanh lịch cho người dùng. Màn hình 14.0 inch FHD+ cung cấp hình ảnh sắc nét và màu sắc sống động, phù hợp cho cả công việc và giải trí. Được trang bị bộ vi xử lý Intel Core i5-13500H và RAM 16GB, máy xử lý đa nhiệm mượt mà và nhanh chóng. Ổ cứng 512GB PCIe cho phép khởi động và truy cập dữ liệu nhanh chóng, giúp tăng hiệu suất làm việc.",Bạc,2022,Singapore,Intel Iris Xe graphics,"Intel Core i5 - 13500H (12 lõi / 16 luồng, 2.60 GHz, Turbo Boost 4.7 GHz,18 MB)",16GB,LPDDR5-4800,16GB LPDDR5-4800,512 GB SSD NVMe PCIe Gen 4.0,512GB,60 Hz,Tấm nền IPS,15.6 inches,,1920 x 1200 pixels (FullHD+),"Hi-Res Audio, DTS Audio",,314 x 227.5 x 17.9 mm,1.49 kg,"Wi-Fi 6, Bảo mật vân tay, Công nghệ Intel Evo, Nhận diện khuôn mặt",Bàn phím có đèn nền đơn (Trắng),Discrete Trusted Platform Module(dTPM) 2.0,IR FHD type (30fps@1080p),Windows 11 Home,4-Cell 72 Battery (Whr),Intel Killer AX Wi-Fi 6E,Bluetooth 5.3,2x Thunderbolt 4 (DisplayPort/ Power Delivery 3.0) 1x Type-A USB3.2 Gen2 1x Đầu đọc thẻ Micro SD 1x HDMI 2.1 (4K @ 60Hz)1x Mic-in/Headphone-out Combo Jack
Văn phòng,laptop-acer-swift-go-14-ai-sfg14-73-53x7,Laptop Acer Swift Go 14 AI SFG14-73-53X7 NX.KSLSV.001,22990000,37,44,acer,swift,3.4,"Thiết kế nhỏ gọn chỉ 1.3 kg, rất nhẹ và mỏng - Thuận tiện cho việc di chuyển. Màn hình 14 inch, tần số quét 120Hz, đem lại trải nghiệm hình ảnh sắc nét và mượt mà. Khởi động và tải ứng dụng cực nhanh, không làm gián đoạn quá trình làm việc hay giải trí với Intel Core Ultra 5-125H. Webcam QHD để đáp ứng nhu cầu họp trực tuyến, đảm bảo hình ảnh rõ nét và chuyên nghiệp.",Bạc,2022,Đài Loan,Intel Arc Graphics,"Intel Core Ultra 5-125H ( 3.6 GHz - 4.5 GHz / 18MB / 14 nhân, 18 luồng )",16GB,LPDDR5x 6400MHz Onboard,16GB LPDDR5x 6400MHz Onboard,512GB SSD M.2 NVMe,512GB,120Hz,Tấm nền IPS,14 inches,,2880 x 1800 pixels,,,312.9 x 217.9 x 14.9 mm,1.3 kg,"Bảo mật vân tay, Wi-Fi 7",LED,Vân tay,QHD webcam,Windows 11 Home SL,"4 cell 65 Wh , Pin liền",Wi-Fi 7 BE,Bluetooth 5.3,2 x USB 3.22 x Thunderbolt 4 1 x micro SD card slot Audio combo1 x HDMI
Văn phòng,laptop-acer-aspire-lite-al16-51p-55n7,Laptop Acer Aspire Lite AL16-51P-55N7 NX.KX0SV.001,13490000,52,44,acer,aspire,3.2,"Sở hữu bộ vi xử lý Intel Core i5-1235U, đáp ứng tốt các tác vụ văn phòng và trải nghiệm đa phương tiện. Với 16GB RAM DDR5 và ổ SSD PCIe 512GB, máy mang lại hiệu suất vượt trội, khởi động nhanh và tải ứng dụng mượt mà. Màn hình 16 inch WUXGA cung cấp chất lượng hiển thị sắc nét và góc nhìn rộng, phù hợp cho các tác vụ văn phòng và giải trí. Thiết kế gọn nhẹ, chỉ 1.8 kg giúp máy trở thành người bạn đồng hành lý tưởng cho di chuyển.",Xám,2022,Hàn Quốc,Intel HD Graphics,"Intel Core i5-1235U (10 lõi / 12 luồng, 3.3 GHz 4.4 GHz 12MB Intel Smart Cache)",16GB,DDR5 4800 MT/s,"16GB DDR5 4800 MT/s 2 khe rời (1x 16GB, nâng cấp tối đa 64GB)",512GB PCIe NVMe SSD (Up to 2TB),512GB,60 Hz,Tấm nền IPS,16 inches,Độ sáng 300 nitsĐộ phủ màu 45% NTSCAcer ComfyView,1920 x 1200 pixels (WUXGA),Hai loa stereo tích hợp  Hai micrô kỹ thuật số tích hợp,Vỏ nhựa,357.6 x 247 x 18.9 mm (W x D x H),1.8 kg,Wi-Fi 6,,"BIOS user, supervisor, HDD passwords Kensington lock slot",Camera FHD Camera MISC 2M FHD Camera_CTE,Windows 11 Home SL,58Whr 3-cell 65W PD Type-C Adapter,Wi-Fi 6 AX201,Bluetooth 5.1,1x USB Type-C 3x USB-A 1x  HDMI 1x 1.4 port with HDCP support 1x 3.5 mm headphone/speaker jack
Văn phòng,laptop-asus-zenbook-s-13-oled-ux5304va-nq125w,Laptop ASUS ZenBook S 13 OLED UX5304VA-NQ125W,32990000,69,60,asus,zenbook,0.0,"Sở hữu thiết kế sang trọng với tone màu xám lịch lãm Cân mọi tác vụ học tập, văn phòng với CPU Intel Core i7-1355U Card Intel Iris Xe Graphics hỗ trợ chỉnh sửa ảnh cơ bản, giải trí với các tựa game nhẹ RAM lên đến 16GB mở hàng tục tabs Chrome mà không lo giật, lag Ổ cứng 512GB SSD giúp mở máy nhanh chóng, không gian lưu trữ file, tài liệu rộng rãi",Xám,2023,Trung Quốc,Intel Iris Xe Graphics,"Intel Core i7-1355U (12MB Cache, 1.7 GHz up to 5.0 GHz, 10 lõi / 12 luồng)",16GB,LPDDR5 Onboard,16GB LPDDR5 Onboard,512GB M.2 NVMe PCIe 4.0 SSD,512GB,60 Hz,Tấm nền OLED/AMOLED,13.3 inches,Thời gian phản hồi 0.2msĐộ sáng tối đa 550nits HDRĐộ phủ màu 100% DCI-P3HDR True Black 5001.07 tỷ màuTÜV Rheinland-certifiedSGS Eye Care Display,2880 x 1800 pixels,Công nghệ khuếch đại thông minh Loa tích hợp Micrô mảng tích hợp Harman/kardon (Premium),Vỏ kim loại,29.62 x 21.63 x 1.09 ~ 1.18 cm (W x H x D),1.00 kg,"Wi-Fi 6, Màn hình Oled",,McAfee LiveSafe 30 ngày dùng thử miễn phí Webcam hồng ngoại có hỗ trợ Windows Hello McAfee LiveSafe Mô-đun nền tảng đáng tin cậy (TPM) 2.0,Camera FHD có IR hỗ trợ Windows Hello,Windows 11 Home,"63WHrs, 2S2P, 4-cell Li-ion",Wi-Fi 6E (802.11ax) (Dual band) 2*2,Bluetooth 5,1x USB 3.2 Gen 2 Type-A2x Thunderbolt 4 (Display / Sạc)1x HDMI 2.1 TMDS1x 3.5mm Combo Audio Jack
Văn phòng,laptop-asus-vivoboook-s-14-oled-s5406ma-pp198ws,Laptop ASUS Vivobook S 14 OLED S5406MA-PP198WS,26490000,27,39,asus,vivobook,3.2,"Trải nghiệm hình ảnh sống động, sắc nét với màn hình OLED 3K, mang đến màu sắc chân thực và độ tương phản cao. Vi xử lý Intel Core U7-155H, RAM 16GB và ổ cứng SSD 512GB PCIe đảm bảo hiệu suất mượt mà cho mọi tác vụ. Thiết kế mỏng nhẹ dễ dàng mang theo bên mình, phù hợp cho công việc và giải trí mọi lúc mọi nơi. Được cài đặt sẵn Windows 11, bạn có thể sử dụng ngay sau khi mua, sẵn sàng cho mọi công việc và giải trí.",Xanh,2023,Trung Quốc,Intel Arc Graphics,"Intel Core Ultra 7 155H 1.4 GHz (24MB Cache, up to 4.8 GHz, 16 cores, 22 Threads)",16GB,LPDDR5X Onboard,16GB LPDDR5X Onboard,512GB M.2 NVMe PCIe 4.0 SSD,512GB,120Hz,Tấm nền Oled,14 inches,Độ sáng 400nits Độ sáng tối đa 600nits HDR Độ phủ màu 100% DCI-P3 VESA CERTIFIED Display HDR True Black 600 1.07 tỷ màu Ánh sáng xanh ít gây hại hơn 70%,2880 x 1800 pixels,Công nghệ Smart Amp Loa tích hợp Micrô tích hợp Micrô mảng tích hợp harman/kardon (Chính thống),Vỏ kim loại,31.05 x 22.19 x 1.39 ~ 1.59 cm (W x H x D),1.30 kg,"Wi-Fi 6, Nhận diện khuôn mặt, Màn hình Oled",Bàn phím Chiclet có đèn nền RGB 1 vùng không có phím số  Có phím Copilot,McAfee dùng thử miễn phí 30 ngày Webcam IR hỗ trợ Windows Hello McAfee Mật khẩu người dùng thiết lập BIOS Mô-đun nền tảng đáng tin cậy (Phần mềm TPM),Camera FHD có chức năng IR hỗ trợ Windows Hello  Có màn trập riêng tư,Windows 11 Home,"75WHrs, 4S1P, 4-cell Li-ion",Wi-Fi 6E(802.11ax) (Dual band) 2*2,Bluetooth 5.3,2x USB 3.2 Gen 1 Type-A 2x Thunderbolt 4 (display / power delivery) 1x HDMI 2.1 TMDS 1x 3.5mm Combo Audio Jack Đầu đọc thẻ Micro SD
Văn phòng,laptop-asus-expertbook-b1402cva-nk0157w,Laptop ASUS ExpertBook B1402CVA-NK0157W,15990000,30,30,asus,expertbook,0.0,"Sức mạnh của bộ vi xử lý Intel Core i7 giúp máy tính xử lý mọi nhiệm vụ từ cơ bản đến phức tạp một cách hiệu quả. RAM 8GB và ổ cứng SSD 512GB tăng cường tốc độ và sự mượt mà khi sử dụng. Màn hình 14 inch độ phân giải Full HD mang đến trải nghiệm xem phim, lướt web và chỉnh sửa ảnh cơ bản rõ nét và sống động. Phần vỏ máy được chế tác tỉ mỉ, tạo nên một thiết kế chắc chắn, sang trọng và bền bỉ.",Đen,2024,Đài Loan,Intel UHD Graphics,"Intel Core i7-1355U (1.7 GHz, 12M Cache, up to 5.0 GHz, 10 lõi)",8GB,DDR4 Onboard + 1 khe DDR4 (nâng cấp tối đa 40GB),8GB DDR4 Onboard + 1 khe DDR4 (nâng cấp tối đa 40GB),512GB M.2 2280 NVMe PCIe 4.0 SSD,512GB,60 Hz,Tấm nền TN,14 inches,LED Backlit Độ sáng 250nits Độ phủ màu NTSC: 45% Góc nhìn (H/V) 90/65 Thời gian phản hồi (Typ/Max) (ms) 10/20 Độ tương phản 500:1 Màn hình 16:9Màn hình chống chói,1920 x 1080 pixels (FullHD),Âm thanh Dirac Loa tích hợp,Vỏ nhựa,32.69 x 21.45 x 1.99 cm (W x H x D),1.46 kg,"Wi-Fi 6, Bảo mật vân tay",,"Cảm biến vân tay Khe bảo mật Kensington Nano (6x 2,5mm) Khởi động BIOS Bảo vệ mật khẩu người dùng Mật khẩu người dùng thiết lập BIOS Máy tính đã sẵn sàng từ BIOS Bảo vệ và bảo mật mật khẩu người dùng HDD Mô-đun nền tảng (TPM) 2.0",720p HD với màn trập camera,Windows 11 Home,"42WHrs, 3S1P, 3-cell Li-ion",Wi-Fi 6 (802.11ax),Bluetooth 5.2,1x USB 2.0 Type-A 1x USB 3.2 Gen 1 Type-A 1x USB 3.2 Gen 1 Type-C  1x USB 3.2 Gen 2 Type-C  1x HDMI 1x Jack cắm âm thanh 1x RJ45 Gigabit Ethernet
Văn phòng,laptop-acer-swift-lite-14-ai-sfl14-51m-56hs,Laptop Acer Swift Lite 14 AI SFL14-51M-56HS,18190000,77,87,acer,swift,2.3,"Laptop có màu bạc sang trọng và kiểu dáng mỏng nhẹ, dễ dàng mang theo khi di chuyển. Màn hình 14.0 inch FHD+ cung cấp hình ảnh sắc nét và sống động, lý tưởng cho công việc và giải trí. Được trang bị bộ vi xử lý Intel U5-125U và RAM 16GB, máy xử lý mượt mà các tác vụ đa nhiệm. Ổ cứng 512GB PCIe mang lại tốc độ truy xuất dữ liệu nhanh, phục vụ tốt cho nhu cầu lưu trữ. Chạy trên Windows 11, mang đến trải nghiệm người dùng mượt mà và các tính năng hiện đại.",Bạc,2022,Trung Quốc,Intel Graphics,"Intel Core Ultra 5 125U (12 lõi / 14 luồng, 3.6 GHz, 4.3 GHz, 12 MB Intel Smart Cache)",16GB,DDR5 5600 MT/s,16GB DDR5 5600 MT/s 2 khe nâng cấp tối đa 32GB (2x 8GB),512GB PCIe NVMe SSD (Nâng cấp tối đa 2TB),512GB,60 Hz,Tấm nền IPS,14 inches,Độ sáng 300 nitsĐộ phủ màu 45% NTSCAcer ComfyView LED-backlit TFT LCD,1920 x 1200 pixels (FullHD+),Hai loa stereo tích hợp Hai micro kỹ thuật số tích hợp,Vỏ nhựa - nắp lưng kim loại,314.4 x 221.9 x 17.5 mm (W x D x H),1.27 kg,Wi-Fi 6,,"BIOS user, supervisor, HDD passwords, Kensington lock",Camera FHD,Windows 11 Home SL,58Whr 3-cell 65W PD Type-C Adapter,Intel Wireless Wi-Fi 6 AX201,Bluetooth 5.1,"1x USB Type-C  3x USB-A  1x Khe cắm microSD lên đến 512 GB (tương thích SDXC, tương thích exFAT) 1x HDMI 1.4 port hỗ trợ HDCP1 x Headphone/speaker jack"
Văn phòng,laptop-dell-inspiron-15-3520-8d10nk,Laptop Dell Inspiron 15 3520 8D10NK,16490000,28,49,dell,inspiron,2.5,"Trang bị bộ vi xử lý Intel Core i5-1235U, cung cấp hiệu năng ổn định cho các tác vụ hàng ngày và công việc văn phòng. Bộ nhớ RAM 16GB cho phép người dùng làm việc đa nhiệm mượt mà, mở nhiều ứng dụng cùng lúc. Ổ cứng SSD PCIe 512GB đảm bảo tốc độ khởi động và mở ứng dụng nhanh chóng, cùng không gian lưu trữ đủ dùng. Màn hình 15.6 inch Full HD với tần số quét 120Hz mang lại trải nghiệm hình ảnh sắc nét và mượt mà.",Bạc,2022,Nhật Bản,Intel Iris Xe Graphics,Intel Core i5-1235U (10 lõi) - Max Turbo Freque,16GB,DDR4 2666Mhz,16GB DDR4 2666Mhz 2 x 8GB DDR4,512GB SSD PCIe (M.2 2230) - combo M.2 2230/2280,512GB,120 Hz,Tấm nền WVA,15.6 inches,Màn hình chống chói,1920 x 1080 pixels (FullHD),Âm thanh Cirrus Logic HD,,35.85 x 23.49 x 1.75 cm (L x W x H),1.685 kg,Wi-Fi 6,,"Công nghệ Intel Platform Trust, Giảm thiểu bảo mật SMM, Xóa dữ liệu",HD WebCam có micrô,Windows 11 Home Single Language 64-bit + Office Home & Student 2021,3 Cell Int (41Wh),802.11 ac,Bluetooth 5.0,1 x USB 2.0 Type-A 2 x USB 3.2 Gen 1 Type-A 1 x HDMI 1 x Headphone SD-Card
Văn phòng,laptop-lenovo-thinkbook-13s-g3-acn-20ya0039vn,Laptop Lenovo ThinkBook 13s G3 ACN 20YA0039VN,16490000,43,59,lenovo,thinkbook,0.0,"Bộ xử lý AMD Ryzen 7 5800U 8 nhân 16 luồng mạnh mẽ, tốc độ tối đa 4.4GHz, xử lý mượt mà các tác vụ văn phòng, thiết kế, chỉnh sửa ảnh/video cơ bản. Camera HD 720p với màn trập riêng tư đảm bảo an toàn cho cuộc gọi video. Công nghệ Dolby Audio, âm thanh to rõ, chi tiết, cho trải nghiệm giải trí sống động. Vỏ máy được làm từ nhôm nguyên khối, sang trọng, bền bỉ, chống bám vân tay.",Xám,2023,Trung Quốc,AMD Radeon Graphics,"AMD Ryzen 7 5800U (8 lõi / 16 luồng, 1.9 / 4.4GHz, 4MB L2 / 16MB L3)",8GB,LPDDR4x-4266 Onboard,8GB  LPDDR4x-4266 Onboard,"512GB SSD M.2 2242 PCIe 3.0x4 NVMe (One drive, hỗ trợ nâng cấp tối đa 1TB M.2 2242 SSD)",512GB,,Tấm nền IPS,13.3 inches,Độ sáng 300nits  Màn hình chống chói  Độ phủ màu 100% sRGB  Dolby Vision,1920 x 1200 pixels (WUXGA),Loa âm thanh nổi2W x2 Dolby AudioÂm thanh của HARMAN,Vỏ kim loại,299 x 210 x 14.9 mm (W x D x H),1.26 kg,"Wi-Fi 6, Bảo mật vân tay",,Chip bảo mật TPM   Cảm biến vân tay  Khoá vật lý Kensington  Khoá che camera,720P với màn trập camera,Windows 11 Home,56Wh,"Wi-Fi 11ac, 2x2",Bluetooth 5.0,"1x USB 3.2 Gen 1, 1x USB 3.2 Gen 1 (Always On), 1x Headphone / microphone combo jack (3.5mm), 1x HDMI 2.0b"
Văn phòng,laptop-asus-vivobook-15-oled-s5507qa-ma090ws,Laptop ASUS Vivobook 15 OLED S5507QA-MA090WS,31490000,26,46,asus,vivobook,3.2,"Thiết kế sang trọng, màu bạc đẹp mắt và kiểu dáng mỏng nhẹ, dễ dàng mang theo. Màn hình 15.6 inch 3K OLED mang đến hình ảnh sắc nét và màu sắc sống động. Trang bị chip xử lý mạnh mẽ, RAM 32GB và 1TB PCIe SSD, đảm bảo hiệu năng mượt mà cho đa nhiệm. Cài sẵn Windows 11 và bộ Office, hỗ trợ tối ưu cho công việc và học tập. Cung cấp đầy đủ cổng kết nối USB, HDMI và Wi-Fi, thuận tiện cho việc sử dụng.",Bạc,2021,Hàn Quốc,Qualcomm Adreno GPU,"Snapdragon X Elite X1E 78 100 3.4GHz (42MB Cache, up to 3.4GHz, 12 lõi, 12 luồng)",32GB,LPDDR5X Onboard,32GB LPDDR5X Onboard,1TB M.2 NVMe PCIe 4.0 SSD,1TB,120Hz,Tấm nền Oled,15.6 inches,Thời gian phản hồi 0.2ms Độ sáng 600nits HDR Độ phủ màu 100% DCI-P31.07 tỷ màuHDR True Black 600TÜV Rheinland-certifiedMàn hình chăm sóc mắt SGS,2880 x 1620 pixels,Công nghệ Smart Amp Loa tích hợp Micrô mảng tích hợp harman/kardon (Chính thống),Vỏ kim loại,35.26 x 22.69 x 1.47 ~ 1.59 cm (W x H x D),1.42 kg,"Nhận diện khuôn mặt, Màn hình Oled, Wi-Fi 7",Bàn phím Chiclet có đèn nền RGB 1 vùng với phím số Với phím Copilot,Camera hồng ngoại hỗ trợ Windows Hello BIOS Booting User Password Protection BIOS setup user password Microsoft Pluton security processor Trusted Platform Module (Firmware TPM),Camera FHD + IR hỗ trợ Windows Hello Có màn trập riêng tư,Windows 11 Home + Microsoft Office Home & Student 2021 + Microsoft 365 Basic,"70WHrs, 3S1P, 3-cell Li-ion",Wi-Fi 7(802.11be) (Tri-band)2*2,Bluetooth 5.4,2x USB 3.2 Gen 1 Type-A 2x USB 4.0 Gen 3 Type-C (display / Sạc) 1x HDMI 2.1 TMDS 1x 3.5mm Combo Audio Jack Đầu đọc thẻ Micro SD
Văn phòng,laptop-dell-vostro-3520-i7-1255u-8gb-512gb,Laptop Dell Vostro 3520,18490000,75,16,dell,vostro,0.0,"Hiệu năng ổn định với I7-1235U xử lý tốt các tác vụ từ văn phòng đến chỉnh sứa hình ảnh RAM 8 GB tối ưu hoá tốt hiệu suất sử dụng, cho phép mở nhiều ứng dụng cùng lúc SSD 512 GB NVMe tốc độ cao rút ngắn thời gian load ứng dụng Giải trí sống động với màn hình 15.6 inch cùng độ phân giải full HD",Xám,2022,Singapore,NVIDIA® Geforce ® MX550 2GB GDDR5,"Intel Core i7-1255U (2.4Ghz,12MB cache, Up to 4,4Ghz Turbo )",8GB,DDR4 3200 Mhz,8GB DDR4 3200 Mhz,"512GB , M.2 NVMe SSD",512GB,120Hz,Tấm nền WVA,15.6 inches,Độ sáng 250 nitChống chói,1080 x 1920 pixels (FullHD),Realtek Audio,,16.96 mm x 358.50 mm x 235.56 mm,1.66Kg,Wi-Fi 6,,,720p 30FPS,Free OS,,,,1 USB 3.2 Gen 1 1 USB 2.0  1 headset  1 HDMI 1.4 HDMI 1.4 (xuất ảnh 1920x1080 @60Hz) 1 RJ45 Ethernet port (flip-down)
Văn phòng,laptop-acer-aspire-lite-16-al16-51p-72s2,Laptop Acer Aspire Lite 16 AL16-51P-72S2,15490000,16,9,acer,aspire,3.5,Thiết kế thời trang với vỏ máy màu xám thanh lịch. Trang bị bộ vi xử lý Intel Core i7-1255U mang lại hiệu suất tuyệt vời. Ram 16GB và ổ cứng SSD 512GB PCIe cho tốc độ truy xuất nhanh chóng. Màn hình 16 inch Full HD+ hiển thị rộng rãi và sắc nét. Hệ điều hành Windows 11 mang đến trải nghiệm người dùng hiện đại.,Xám,2024,Đài Loan,Intel Iris Xe Graphics,"Intel Core i7-1255U (10 lõi / 12  luồng, 3.5 GHz, turbo boost 4.7 GHz, 12 MB Intel Smart Cache)",16GB,DDR5 4800 MT/s,"16GB DDR5 4800 MT/s 2 khe, nâng cấp tối đa 64GB (cắm sẵn 16GB)","512GB PCIe NVMe SSD (Hỗ trợ khe cắm SSD M.2, nâng cấp tối đa 2TB SSD)",512GB,60 Hz,Tấm nền IPS,16 inches,Độ sáng 300 nitsĐộ phủ màu 45% NTSCMàn hình LCD TFT đèn nền LED ComfyView của Acer  Góc nhìn rộng lên đến 170 độ,1920 x 1200 pixels (FullHD+),Hai loa stereo tích hợp Hai micrô kỹ thuật số tích hợp,Vỏ nhựa,357.6 x 247 x 18.9 mm (W x D x H),1.8 kg,Wi-Fi 6,,"BIOS user, supervisor, HDD passwords",FHD Camera,Windows 11 Home SL,Li-ion Battery 58Whr 3-cell 65W PD Type-C Adapter,Wi-Fi 6 AX201,Bluetooth 5.1,"1x USB Type-C (DisplayPort / Sạc) 3x USB-A Gen 1  1x HDMI 1.4 port với HDCP 1x Giắc cắm tai nghe/loa 3,5 mm, hỗ trợ tai nghe có micrô tích hợp Thẻ nhớ microSD lên tới 512 GB (tương thích SDXC, tương thích exFAT)"
Văn phòng,laptop-hp-elitebook-630-g9-6m142pa,Laptop HP Elitebook 630 G9 6M142PA,16990000,60,95,hp,elitebook,2.2,"Sở hữu thiết kế thời thượng với các đường nét thiết kế mềm mại, sang trọng Màn hình 13.3 inch Full HD mang đến cho bạn những khung hình sắc nét, sống động CPU Intel Core i5-1235U cho bạn khả năng vận hành xử lý nhanh chóng, mượt mà Chất lượng đồ họa đỉnh cao với chip đồ họa Intel Iris Xe Graphics RAM 8GB đạt chuẩn DDR4 cho khả năng đa nhiệm tốt thao tác cùng lúc nhiều tác vụ mà không lo lag, giật",Bạc,2022,Hàn Quốc,Intel Iris Xe Graphics,"Intel Core i5-1235U ( 1.3 GHz - 4.4GHz / 12MB / 10 nhân, 12 luồng )",8GB,3200MHz,8GB 3200MHz 1 x 8GB + 1 khe trống,256GB SSD M.2 NVMe,256GB,60Hz,Tấm nền IPS,13.3 inches,Màn hình chống lóa,1080 x 1920 pixels (FullHD),,Vỏ kim loại,30.69 x 20.84 x 1.59 cm,1.3 kg,Wi-Fi 6,,,HD webcam,Windows 11,3 cell 42 Wh,WiFi 802.11ax (Wifi 6),Bluetooth 5.2,2x USB 3.2  1x Thunderbolt 4  Audio combo  LAN 1 Gb/s
